Beds,Provider,"Federal Number"
99,"SPRINGHILL VILLAGE",155776
99,"DYCORA TRANSITIONAL HEALTH - WEBER OAKS",555105
99,"RINALDI CONVALESCENT HOSPITAL",055906
99,"KABUL NURSING HOMES INC",265055
99,"ST GEORGE REHABILITATION",465064
99,"MAGNOLIA POST ACUTE CARE",055890
99,"THE LODGE HEALTH AND REHABILITATION CENTER",105196
99,"NORTH BEACH REHABILITATION CENTER",105217
99,"COUNTRY MANOR LA MESA HEALTHCARE CENTER",055910
99,"CITRUS NURSING CENTER",055872
99,"GROSSE POINTE MANOR",145999
99,"PACIFIC CARE NURSING CENTER",056007
99,"ROSE GARDEN HEALTHCARE CENTER",055862
99,"NORRITON SQUARE NURSING AND REHABILITATION CENTER",396009
99,"LONE TREE POST ACUTE",056021
99,"ALDEN OF WATERFORD",146008
99,"ESKATON CARE CENTER MANZANITA",555083
99,"BAY AREA HEALTHCARE CENTER",555851
99,"INDIO NURSING AND REHABILITATION CENTER",555742
99,"HIGHLAND PALMS HEALTHCARE CENTER",056024
100,"MADISON HEALTH AND REHABILITATION",345206
100,"ADVANCED HEALTH CARE OF ST GEORGE",465190
100,"HOUGHTON REHABILITATION & NURSING CENTER",335641
100,"CHULIO HILLS HEALTH AND REHAB",115287
100,"LEONARD FLORENCE CENTER FOR LIVING",225775
100,"CRANFORD PARK REHABILITATION & HEALTHCARE CENTER",315390
100,"SHEPHERD OF THE HILLS LIVING CENTER",265393
100,"GLISAN CARE CENTER",385136
100,"RUSSELLVILLE NURSING AND REHABILITATION CENTER",045340
100,"EVERGREEN HEALTH AND REHABILITATION CENTER",115720
100,"SYMPHONY OF DYER",155840
100,"OASIS REHABILITATION AND NURSING, LLC",335402
100,"BRANDON COURT",255266
100,"PELICAN HEALTH RANDOLPH LLC",345134
100,"SHADY LAWN HEALTH AND REHABILITATION",255234
100,"ATMORE NURSING CENTER",015129
100,"VIVIANT HEALTHCARE OF MURFREESBORO",445235
100,"ENVIVE OF LAWRENCEBURG",155061
100,"REGENCY HEALTHCARE & REHAB CENTER",085012
100,"LEGACY HILO REHABILITATION & NURSING CENTER",125065
100,"LIVING CENTER WEST",165278
100,"VICKSBURG CONVALESCENT CENTER",255253
100,"FAIRVIEW FELLOWSHIP HOME FOR SENIOR CITIZENS, INC",375427
100,"OAK KNOLL HEALTH AND REHABILITATION, LLC",015117
100,"WESTHAVEN COMMUNITY",165498
100,"LAKERIDGE VILLA HEALTH CARE CENTER",366145
100,"NORTHERN DUTCHESS RES HEALTH CARE FACILITY, INC",335348
100,"OVERLOOK NURSING AND REHABILITATION CENTER",415045
100,"FRANKFORT REHAB AND CARE, LLC",185159
100,"PRUITTHEALTH - HOLLY HILL, LLC",115562
100,"SIGNATURE HEALTHCARE OF SOUTH LOUISVILLE",185335
100,"HARRAH NURSING CENTER",375405
100,"MENOMONEE FALLS HEALTH SERVICES",525415
100,"MONTGOMERY NURSING AND REHABILITATION CENTER",335396
100,"HERITAGE SKILLED NURSING AND THERAPY",375446
100,"SPRINGBROOK NURSING & REHABILITATION  CENTER",345569
100,"NC STATE VETERANS HOME-KINSTON",345560
100,"COLONIAL VISTA POST-ACUTE & REHAB CENTER",505413
100,"METHODIST TRANSITIONAL CARE CENTER-DESOTO LLC",676492
100,SALEMTOWNE,345479
100,"HARNETT WOODS NURSING AND REHABILITATION CENTER",345478
100,"THE OAKS AT SWEETEN CREEK",345477
100,"MANOR AT ELFINDALE, THE",265804
100,"SOUTHWOOD NURSING AND RETIREMENT",345472
100,"TRINITY GROVE",345554
100,"RIVER CITY CARE CENTER",675896
100,"BELLAROSE NURSING AND REHAB",345574
100,"PINNACLE SPECIALTY CARE",165298
100,"BRIARWOOD HEALTH AND REHABILITATION CENTER",115322
100,"BEL PRE HEALTHCARE CENTER",215065
100,"BAINBRIDGE HEALTH AND REHAB",115324
100,"PRUITTHEALTH - MAGNOLIA MANOR",115326
100,"WILLOWWOOD HEALTHCARE AND REHABILITATION",115327
100,"CRESTVIEW ACRES",165299
100,"HERITAGE HOUSE OF GREENSBURG",155210
100,"DARBY GLENN NURSING AND REHABILITATION CENTER",366387
100,"PALM GARDENS HEALTH AND REHABILITATION, LLC",015403
100,"CARROLLTON MANOR, INCORPORATED",115638
100,"STERLING CARE ROCKVILLE NURSING",215107
100,"LIFE CARE CENTER OF ST LOUIS",265610
100,"CHALET OF NILES, LLC",235361
100,"COLUMBINE WEST HEALTH & REHAB FACILITY",065245
100,"ETOWAH LANDING",115348
100,"CRESTPARK HELENA, LLC",045221
100,"LIBERTY COMMONS NSG & REHAB CTR OF JOHNSTON CTY",345519
100,"ARBOR HILLS NURSING CENTER",055114
100,"CUMBERLAND HEALTH AND REHAB",015420
100,"WESTMORELAND CARE & REHAB CTR",445342
100,"SNYDER MEMORIAL HEALTH CARE CE",395728
100,"THE VILLA AT OSSEO",245629
100,"AUGUSTANA CHAPEL VIEW CARE CENTER",245493
100,"SILVER CITY CARE CENTER",325091
100,"ALTERCARE OF BIG RAPIDS CTR FOR REHAB & NURSING CA",235459
100,"ASHTON PARKE CARE CENTER INC",676057
100,"WELLBRIDGE OF CLARKSTON",235726
100,"AVE MARIA HOME",445490
100,"LIFE CARE CENTER OF BOUNTIFUL",465112
100,"MATAGORDA NURSING & REHABILITATION CENTER",675899
100,"PRUITTHEALTH - AUGUSTA",115334
100,"CURRITUCK HEALTH & REHAB CENTER",345289
100,"CORBIN HEALTH AND REHABILITATION CENTER",185366
100,"KEYSTONE RIDGE POST ACUTE NURSING AND REHAB",285238
100,"GUNDERSEN ST ELIZABETH'S CARE CENTER",245487
100,"COURT HOUSE MANOR",365928
100,"MEADOWOOD A HEALTH AND REHABILITATION CENTER",555713
100,"PEAK HEALTHCARE AT  DENTON",215149
100,"NEW IBERIA MANOR SOUTH",195326
100,"PATRIOT, A CHOICE COMMUNITY THE",395840
100,"EASTMAN HEALTHCARE & REHAB",115622
100,"EVERETT CENTER",505491
100,"OVERTON HEALTHCARE CENTER",675408
100,"WINTHROP HEALTH AND REHABILITATION",115395
100,"RIPLEY CROSSING",155730
100,"WHITESBORO HEALTH AND REHABILITATION CENTER",675856
100,"FAR ROCKAWAY CENTER FOR REHABILITATION AND NURSING",335044
100,"LIFE CARE CENTER OF THE WILLOWS",155158
100,"ANDOVER VILLAGE RETIREMENT COMMUNITY",365411
100,"BIRCHWOOD HEALTH CARE CENTER",245200
100,"GOOD SAMARITAN SOCIETY-DAYTONA",105651
100,"RIVER OAKS RETIREMENT MANOR",195502
100,"ST FRANCES NSG & REHAB CENTER",195499
100,"WATERS OF GREENCASTLE, THE",155202
100,"BRUNSWICK HEALTH & REHAB CENTER",345575
100,"WHITE OAK OF WAXHAW",345550
100,"TRINITY ELMS",345565
100,"SIGNATURE HEALTHCARE OF CLEVELAND",445369
100,"KIN ON HEALTH CARE CENTER",505453
100,"MENNONITE FRIENDSHIP COMMUNITIES INC",175379
100,"CLINTON GARDENS",155319
100,"CALHOUN HEALTH CARE CENTER",115340
100,"CRESTPARK FORREST CITY, LLC",045219
100,"MECKLENBURG HEALTH & REHABILITATION",345471
100,"LAURELS OF MT. PLEASANT (THE)",235385
100,"BRYAN COUNTY HLTH & REHAB CTR",115621
100,"IVY WOODS HEALTHCARE CENTER.",365455
100,"BRIGHTON RIDGE",045242
100,"LACROSSE HEALTH & REHABILITATION CENTER",135042
100,"WELLBRIDGE OF PINCKNEY",235720
100,"PROMEDICA SKILLED NSG & REHAB THREE RIVERS",235395
100,"PREFERRED CARE AT MERCER",315487
100,"SEQUIM HEALTH & REHABILITATION",505128
100,"SHEPHERD LTC PARTNERS INC.",675484
100,"COLONIAL NURSING HOME",195445
100,"REDWOOD OF KANSAS CITY SOUTH",265758
100,"THE CEDAR AT MEASE LIFE",105732
100,"ABBEY WOODS CENTER FOR REHABILITATION AND HEALING",265657
100,"LYNBROOK RESTORATIVE THERAPY AND NURSING",335160
100,"POWELL VALLEY CARE CENTER",535045
100,"WEST POINT COMMUNITY LIVING CENTER",255111
100,"MILLER'S MERRY MANOR",155118
100,"SOUTH SHORE REHABILITATION AND NURSING CENTER",335156
100,"HERITAGE CARE CENTER",285262
100,"FRANKLIN HILLS HEALTH & REHAB CENTER",505024
100,"HERITAGE VILLA NURSING CENTER",375109
100,"FULTON NURSING & REHAB",265663
100,"MORGANTOWN HEALTH AND REHABILITATION CENTER",515049
100,"WELLBRIDGE OF ROCHESTER HILLS",235716
100,"LODGE AT TANGI PINES (THE)",195349
100,"FOREST HILLS CARE CENTER",335139
100,"PARKSIDE CENTER FOR NURSING AND REHAB AT ELLIJAY",115683
100,"PRAIRIE MANOR NURSING HOME",195577
100,"ALAMO NURSING HOME INC",235311
100,"SOUTH SHORE HEALTH & REHABILITATION CENTER",155530
100,"OCEANSIDE CARE CENTER INC",335158
100,"KING DAVID NURSING AND REHABILITATION CENTER",215022
100,"WOODLAND HILL CENTER",345277
100,"THE LAURELS OF HENDERSONVILLE",345322
100,"OAK VIEW HOME, INC",115576
100,"OAKWOOD MANOR NURSING HOME",675394
100,"BENNINGTON HEALTH & REHAB",475027
100,"MAUNALANI NURSING AND REHABILITATION CENTER",125013
100,"THE CARROLTON OF DUNN",345325
100,"LAKEVIEW MANOR NURSING AND REHABILITATION CENTER",195446
100,"BRADFORD HEIGHTS NURSING & REHABILITATION",185076
100,"AMBLER EXTENDED CARE CENTER",395176
100,"BROOKVILLE HEALTHCARE CENTER",155480
100,"SMP HEALTH - AVE MARIA",355082
100,"RIVER VALLEY SKILLED NURSING AND THERAPY",375141
100,"CANTON CENTER FOR NURSING AND HEALING LLC",115606
100,"ALDEN ESTATES OF SHOREWOOD",146153
100,"WINCHESTER TERRACE",365911
100,"GRAND LAKE VILLA",375116
100,"ORCHARDS OF CASCADIA, THE",135019
100,"GATEWAY REHABILITATION AND HEALTHCARE",345329
100,"VILLAGE CARE CENTER",185440
100,"MID-TOWN OAKS POST-ACUTE",055493
100,"ADAMS COUNTY NURSING CENTER",255169
100,"CLAIBORNE HEALTH AND REHABILITATION CENTER",445071
100,"ACCORDIUS HEALTH AT MIDWOOD, LLC",345304
100,"TWILIGHT GARDENS NURSING AND REHABILITATION",365517
100,"SOUTH HAMPTON PLACE",265618
100,"SPOKANE VETERANS HOME",505509
100,"FAIR HAVEN OF FOREST CITY, LLC",345314
100,"NYE LEGACY HEALTH & REHABILITATION CENTER",285278
100,"ARCOLA HEALTH CARE CENTER",146050
100,"MISSION POINT NSG & PHY REHAB CTR OF GREENVILLE",235290
100,"NELLA'S AUTUMN LAKE HEALTHCARE",515196
100,"PLACE AT MARTINEZ, THE",115308
100,"SPRINGFIELD REHABILITATION AND HEALTHCARE  CENTER",395690
100,"DEVINE HEALTH & REHABILITATION",675489
100,"OPUS POST ACUTE REHABILITATION",425379
100,"ARBOR OAKS HEALTHCARE AND REHABILITATION CENTER",045270
100,"ALTA VISTA REHABILITATION AND HEALTHCARE",455625
100,"MESUN HEALTH AND REHABILITATION CENTER",115772
100,"AUTUMN CARE OF SHALLOTTE",345294
100,"THE ORCHARDS AT SOUTHGATE",235266
100,"TIFTON HEALTH AND REHABILITATION CENTER",115412
100,"SAFIRE REHABILITATION OF NORTHTOWNS, L L C",335180
100,"ABERCORN REHABILITATION CENTER",115132
100,"SHAWANO HEALTH SERVICES",525335
100,"MAPLE SPRINGS SENIOR LIVING",465186
100,"NHC HEALTHCARE, LEWISBURG",445094
100,"HERITAGE HEALTH-GILLESPIE",145367
100,"FLEET LANDING",105743
100,"MAYFIELD HEALTH AND REHABILITATION",185142
100,"BIRCHWOOD NURSING AND REHABILITATION",675838
100,"MANSFIELD NURSING CENTER",195539
100,"PRUITTHEALTH - LAFAYETTE",115304
100,"WELLBRIDGE OF FENTON",235715
100,"PREMIER ESTATES OF MUSCATINE",165578
100,"LOURDES REHABILITATION AND HEALTHCARE CENTER",235252
100,"GRAND VALLEY HEALTH & REHAB",155605
100,"BETHANY HOME",525538
100,"COWETA MANOR NURSING HOME",375304
100,"RANDOLPH COUNTY CARE CENTER",145406
100,"AHC WAVERLY",445251
100,"WARSAW NURSING AND REHABILITATION CENTER",345252
100,"WELLBRIDGE OF NOVI, LLC",235702
100,"BRADFORD ECUMENICAL HOME, INC",395908
100,"CLOVER MEADOWS HEALTHCARE AND REHABILITATION CENTE",315113
100,"MACON REHABILITATION AND HEALTHCARE",115362
100,"NC STATE VETERANS HOME-BLACK MOUNTAIN",345558
100,"FIFTH AVENUE HEALTH CARE",115319
100,"MEDICALODGES NEVADA",265493
100,"RIVER RIDGE REHABILITATION AND CARE CENTER",045157
100,"HOOD RIVER CARE CENTER",385104
100,"ADDISON POINTE HEALTH & REHABILITATION CENTER",155805
100,"WHITEFISH CARE AND REHABILITATION",275132
100,"SHARP CHULA VISTA MED CTR SNF",555216
100,"MEDILODGE OF OKEMOS",235647
100,"CEDAR VALLEY NSG & REHAB CTR",115436
100,"PLACE AT DEANS BRIDGE, THE",115290
100,"BENTLEY CARE CENTER",106062
100,"OAKVIEW NURSING & REHABILITATION CENTER",185195
100,"FIRST COAST HEALTH & REHABILITATION CENTER",105429
100,"WHISPERING SPRINGS REHABILITATION AND HEALTHCARE C",675373
100,"ISABELLA CO MEDICAL CARE FACIL",235037
100,"PEAK RESOURCES - SHELBY",345229
100,"WOLFE COUNTY HEALTH AND REHABILITATION CENTER",185213
100,"GOGEBIC MEDICAL CARE FACILITY",235026
100,"LOUDOUN NURSING AND REHAB CNTR",495275
100,"CREEKSIDE VILLAGE",155784
100,"PIATT COUNTY NURSING HOME",145883
100,"VANTAGE AT  HAMPDEN LLC",225265
100,"LAKE COUNTRY HEALTH SERVICES",525702
100,"BRIAN CENTER HEALTH & REHABILITATION/CANTON",115508
100,"LINCOLN CRAWFORD CARE CENTER",366156
100,"MILAN HEALTH CARE CENTER",265238
100,"HIGH SHOALS HEALTH AND REHABILITATION",115279
100,"PROMEDICA SKILLED NURSING & REHAB RIVERVIEW",365620
100,"BROADVIEW HEALTH AND REHABILITATION CENTER",065219
100,"BETHANY VILLAGE",155237
100,"PINECREST REHABILITATION CENTER",105153
100,"LIFE CARE CENTER OF SPARTA",445421
100,"VILLAGE CREEK NURSING HOME",675977
100,"NORTH END REHABILITATION AND HEALTHCARE CENTER",225506
100,"GREY STONE HEALTH & REHABILITATION CENTER",155809
100,"HEALTHCARE AT COLLEGE PARK, LLC",115579
100,"OVERBROOK CENTER",365721
100,"PLEASANT VALLEY NURSING AND REHABILITATION CENTER",515064
100,"HANOVER TERRACE HEALTH AND REHABILITATION CENTER",305020
100,"COURVILLE AT NASHUA",305037
100,"MYSTIC HEALTHCARE & REHABILITATION CENTER, LLC",075271
100,"PARKVIEW CARE CENTER",275120
100,"PREMIER HEALTH & REHABILITATION CENTER OF LV, LP",295021
100,"BAPTIST VILLAGE OF HUGO",375390
100,"LAKE WALES WELLNESS AND REHABILITATION CENTER",106069
100,"CRESTPARK STUTTGART, LLC",045303
100,"STRATFORD PINES NURSING AND REHABILITATION CENTER",235608
100,"NEW MARTINSVILLE CENTER",515074
100,"SHEBOYGAN PROGRESSIVE HEALTH SERVICES",525511
100,"WELLS NURSING HOME INC",335314
100,"CORDELE HEALTH AND REHABILITATION",115429
100,"FRIENDLY VILLAGE NURSING AND REHAB CENTER",525459
100,"WILLOWOOD CARE CENTER OF BRUNSWICK",365785
100,"EUFAULA MANOR NURSING AND REHABILITATION CENTER",375395
100,"THE LODGE AT ROCKY MOUNT HEALTH AND REHABILITATION",345137
100,"LAKE CROSSING HEALTH CENTER",115424
100,"PRUITTHEALTH - BETHANY",115700
100,"PINNACLE NURSING AND REHABILITATION CENTER",465098
100,"SIGNATURE HEALTHCARE AT TOWER ROAD",115115
100,"CARING HOUSE",035216
100,"GOOD SAMARITAN NURSING AND REHABILITATION CARE CTR",335636
100,"BETHANY HOME ASSOCIATION",175507
100,"WILLOW CREEK HEALTH CARE",375436
100,"AMELIA REHABILITATION AND HEALTHCARE CENTER",495358
100,"OAKLAND NURSING & REHABILITATION CENTER",215232
100,"HERITAGE HILLS NURSING & REHABILITATION CENTER",415039
100,"ROME HEALTH AND REHABILITATION CENTER",115363
100,"NORTHWESTERN CENTER",365811
100,"ALICEVILLE MANOR NURSING HOME",015137
100,"VILLA GEORGETOWN REHABILITATION AND HEALTHCARE CEN",365786
100,"CARING PLACE, THE",395959
100,"ARCHWAY TRANSITIONAL CARE CENTER",115728
100,"AVALON SPRINGS PLACE",396058
100,"RIVERBEND HEALTH AND REHABILITATION CENTER",065165
100,"CANTERBURY HOUSE",505344
100,"SAINT JOSEPH TRANSITIONAL REHABILITATION CENTER",295040
100,"SURPRISE HEALTH AND REHABILITATION CENTER",035297
100,"TWIN LAKES COMMUNITY",345235
100,"OWENTON HEALTHCARE AND REHABILITATION",185364
100,"WINDRIDGE NURSING AND REHABILITATION CENTER",375335
100,"GLASGOW STATE NURSING FACILITY",185363
100,"SPIRITRUST LUTHERAN THE VILLAGE AT SHREWSBURY",395438
100,"SPRING HILL REHABILITATION AND NURSING CENTER",395666
100,"ASPIRE OF MUSCATINE",165585
100,"THE LODGE AT BEAR CREEK",676408
100,"HAVEN OF SIERRA VISTA, LLC",035086
100,"LANDMARK OF BARDSTOWN REHABILITATION AND NURSING",185149
100,"VALLEY VIEW SENIOR LIFE",175126
100,"AUTUMN CARE OF DREXEL",345222
100,"BETHANY GARDENS SKILLED LIVING CENTER",335732
100,"ROYAL OF FAIRHAVEN NURSING CENTER",225117
100,"MITCHELL MANOR",375512
100,"EAGLECREST NURSING AND REHAB",045352
100,"LILLIAN G CARTER HEALTH AND REHABILITATION",115550
100,"FRIENDSHIP HEALTH CENTER",385121
100,"BETHANY ST JOSEPH CARE CTR",525265
100,"OAK PARK NURSING AND REHAB CTR",525266
100,"ORCHID COVE AT ROCKLEDGE",105250
100,"THREE RIVERS HEALTHCARE CENTER",365081
100,"LUTHER HOME",525476
100,"UNIVERSAL HEALTH CARE/FUQUAY-VARINA",345561
100,"SIENNA EXTENDED CARE & REHAB",375534
100,"LIFE CARE CENTER OF SOUTH HILL",505526
100,"CONTINENTAL CARE AND REHABILITATION",275103
100,"SWEETWATER HEALTHCARE CENTER",455946
100,"YORKTOWN MANOR",155238
100,"WINDSOR HEALTH & REHABILITATION CENTER",385224
100,"ARLINGTON PLACE HEALTH CAMPUS",155816
100,"RIVER'S BEND HEALTH SERVICES",525475
100,"NORTHWEST NURSING CENTER",375520
100,"WARDELL GARDENS AT TINTON FALLS",315414
100,"HILLCREST NURSING HOME",285080
100,"COLLEGE PINES HEALTH AND REHABILITATION",345446
100,"ADVANCED HEALTHCARE CENTER",365704
100,"MONTEZUMA HEALTH CARE CENTER",115364
100,"THE VILLA AT ST LOUIS PARK",245182
100,"EASTWOOD NURSING CENTER",235554
100,"LIFE CARE CENTER OF LAGRANGE",155343
100,"EMERALD RIDGE REHAB AND CARE CENTER",345447
100,"LEXINGTON HEALTH CARE CENTER",345419
100,"THE EMERALD PEEK REHABILITATION AND NURSING CENTER",335003
100,"BARTRAM CROSSING",105645
100,"SUNDALE NURSING HOME",515083
100,"BRONSON COMMONS",235434
100,"ROSEWOOD REHABILITATION AND CARE CENTER",675452
100,"KINDER RETIREMENT AND REHABILITATION CENTER",195493
100,"SOUTHBROOK HEALTHCARE CENTER",365424
100,"SIGNATURE HEALTHCARE OF RIDGELY REHAB&WELLNESS CTR",445327
100,"MAPLEVIEW COUNTRY VILLA",366433
100,"GRAND THE",366435
100,"LEGEND OAKS HEALTHCARE AND REHABILITATION CENTER G",676048
100,"FOCUSED CARE AT BAYTOWN",675225
100,"ESSEX CENTER FOR REHABILITATION AND HEALTHCARE",335478
100,"VALLEY VIEW HEALTH CARE FACILITY",195557
100,"MT GREYLOCK EXTENDED CARE FACILITY",225306
100,"KENTWOOD NURSING FACILITY",115147
100,"ODD FELLOWS HOME OF MASSACHUSETTS",225439
100,PRUITTHEALTH-ELKIN,345124
100,"GOVERNORS CENTER",225313
100,"LINCOLNSHIRE HEALTH & REHABILITATION CENTER",155650
100,"RIVERS EDGE NURSING AND REHABILITATION CENTER",185259
100,"GULF COAST HEALTH AND REHABILITATION, LLC",015456
100,"CARNEGIE NURSING HOME, INC.",37E024
100,"REGENCY PARK HEALTH AND REHABILITATION",115663
100,"CHERRY BROOK HEALTH CARE CENTE",075396
100,"ROSS MEMORIAL HEALTH CARE CTR",115515
100,"SEARS MANOR NURSING HOME",115520
100,"BLOSSOM NURSING AND REHAB CENTER",366169
100,"APPLE REHAB COCCOMO",075345
100,"ALSTON BROOK",345066
100,"ROBERTA HEALTH AND REHAB",115523
100,"ANDERSON, THE",366167
100,"APOSTOLIC CHRISTIAN HOME OF EUREKA",145673
100,"LONGMEADOW OF TAUNTON",225474
100,"VERANDA REHABILITATION AND HEALTHCARE",455925
100,"WILLOWBROOKE COURT-SOUTHAMPTON",395490
100,"COOS COUNTY NURSING HOME",305102
100,"PRUITTHEALTH - ROME",115719
100,"MEDICAL MANAGEMENT HEALTH AND REHAB CENTER",115692
100,"ABBEY DELRAY",105335
100,"HAVEN OF PHOENIX",035107
100,"SIGNATURE HEALTHCARE AT JEFFERSON MANOR REHAB & WE",185169
100,"ASHLEY REHABILITATION AND HEALTH CARE CENTER",045421
100,"HEART OF GEORGIA NURSING HOME",115471
100,"BRADFORD SQUARE CENTER",185170
100,"LAKEWOOD HEALTH SYSTEM",245420
100,"HERITAGE HALL CLINTWOOD",495320
100,"RELIABLE HEALTH & REHAB AT LAKEWOOD",115717
100,"COLUMBUS HEALTHCARE CENTER",365686
100,"CHAPLINWOOD NURSING HOME",115477
100,"OSSIAN HEALTH CARE AND REHABILITATION CENTER",155335
100,"DIVERSICARE OF BOAZ",015063
100,"GLEN HILL CENTER",075031
100,"CRESTPARK WYNNE, LLC",045166
100,"COURTYARD GARDENS HEALTH AND REHABILITATION CENTER",045350
101,"IVY HALL NURSING HOME",445469
101,"FALLS CITY CARE CENTER",285114
101,"GARDEN VILLAGE",505010
101,"PLEASANT VALLEY HEALTH CARE CENTER",375451
101,"LIBBY CARE CENTER",275040
101,"BROADWAY LIVING CENTER",375491
101,"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",015321
101,"BETH SHOLOM HOME OF VIRGINIA",495291
101,"ARDENT HEALTH AND REHABILITATION CENTER",065193
101,"AMBERWOOD HEALTH AND REHABILITATION",045464
101,"VALLE VISTA MANOR",275021
101,"VALLEY GRANDE MANOR",455621
101,"ST VINCENT'S - A PROSPERA COMMUNITY",355060
101,"LINEVILLE HEALTH AND REHABILITATION, LLC",015142
101,"CLINTON THERAPY & LIVING CENTER",375253
101,"ST BENEDICTS HEALTH CENTER",355090
101,"APPLING NURSING AND REHABILITATION PAVILION",115262
101,"COURTYARD REHABILITATION AND HEALTH CENTER, LLC",045182
101,"THE MEDICAL RESORT AT BAY AREA",676332
101,"PHEASANT RIDGE NURSING & REHAB CENTER",495325
101,"BROKEN ARROW NURSING HOME, INC",375565
101,"PINE RIDGE CARE CENTER",055850
101,"BREEZE CARE CENTER",105774
101,"SIGNATURE HEALTHCARE OF CHILLICOTHE",365694
101,"VALLEY MANOR CARE CENTER",065119
101,"STATESMAN HEALTH & REHABILITATION CENTER",395259
101,"CEDAR RIDGE INN",325113
101,"CHURCHMAN VILLAGE",085025
101,"NORTH CENTRAL CARE CENTER",505441
101,"ASPIRE SENIOR LIVING MOBERLY",265407
101,"VISTA GRANDE INN",065153
101,"PRUITTHEALTH - BLUE RIDGE",115468
101,"PRUITTHEALTH - SEASIDE",115547
101,"PIONEER HEALTH CARE CENTER",065235
101,"WILLOWBROOKE COURT SKILLED CARE CENTER - EDGEWATER",105489
101,"FAIRVIEW NURSING HOME",305100
101,"CROWN POINTE ESTATES CARE CENTER",165157
101,"ROCKY MOUNTAIN CARE CENTER",275114
101,"REGENCY CARE CENTER",165399
101,"SKLD PLYMOUTH",235351
101,"HOLLAND HOME - RAYBROOK MANOR",235440
101,"NAZARETH HOME CLIFTON",185442
101,"LENA LIVING CENTER",146114
101,"WEST HICKORY HAVEN",235262
101,"TWIN OAKS CENTER",225198
101,"FAIRFIELD NURSING & REHABILITATION CENTER",676123
101,"ALLIANCE HEALTH AT BRAINTREE",225769
101,"CRESTWOOD HEALTH AND REHABILITATION CENTER",505185
101,"NEW IBERIA MANOR NORTH",195328
101,"LAURELS OF DEKALB",155386
101,"ARBOR TRACE HEALTH & LIVING COMMUNITY",155481
101,"NORTHVIEW HEALTH AND LIVING",155718
101,"PEACE HEALTHCARE AT LIONS CENTER",215073
101,"BORGESS GARDENS",235289
101,"APERION CARE ELGIN",145740
101,"INTEGRITY HC OF SMITHTON",146188
101,"ELY MANOR",235264
101,"PLYMOUTH HARBORSIDE HEALTHCARE",225284
101,"HERMITAGE HEALTHCARE (THE)",225009
101,"HIGH HOPE CARE CENTER",195601
101,"CHASE CENTER",155710
101,"METROPOLIS REHAB & HCC",145813
101,"GLOUCESTER HEALTHCARE",225464
101,"SHAWNEE POST ACUTE REHABILITATION CENTER",175550
101,"BETHANY SKILLED NURSING FACILITY",225535
101,"PARAMOUNT COMMUNITY LIVING AND REHAB INC",175385
101,"GLEN EAGLE HEALTHCARE AND REHAB",115733
101,"HOLT SENIOR CARE AND REHAB CENTER, L L C",235279
101,"SOUTHERN HILLS HEALTHCARE AND REHABILITATION",195519
101,"LEGACY AT JACKSONVILLE",676092
101,"COUNTRYSIDE HEALTH CARE CENTER",165540
101,"CRITTENDEN COUNTY HEALTH & REHABILITATION CENTER",185269
102,"FOLSOM CENTER FOR REHABILITATION AND HEALTHCARE, T",015437
102,"BELAIR CARE CENTER INC",335140
102,"CEDAR POINTE",265279
102,"PINE ACRES CONVALESCENT CENTER",315053
102,"HOLYOKE HEALTHCARE CENTER",225232
102,"RISEN SON CHRISTIAN VILLAGE",165466
102,"SACRED HEART HOME INC",21E009
102,"SSM HEALTH ST CLARE MEADOWS CARE CTR",525317
102,"PALESTINE HEALTHCARE CENTER",455565
102,"PARKER NURSING & REHAB CENTER",145989
102,"JEFFERSON CITY MANOR CARE CENTER",265285
102,"CROSSVIEW CARE CENTER",115541
102,"EMERGE NURSING AND REHABILITATION AT GLEN COVE",335141
102,"THE VILLA AT ROSE CITY",235380
102,"PEAK HEALTHCARE AT SLIGO CREEK",215327
102,"PINEWOOD MANOR NURSING HOME & REHABILITATION CNTR",115586
102,"NEMASKET HEALTHCARE CENTER",225622
102,"WOODBURY HEALTH AND REHABILITATION CENTER",445435
102,"DEPT OF STATE HOSPITALS - METROPOLITAN  SNF",555731
102,"CEDAR HEALTHCARE CENTER",305082
102,"BRANDEL HEALTH AND REHAB",145527
102,"TAOS HEALTHCARE",325105
102,"ELIZABETH NURSING AND REHAB",315106
102,"WEST OAKS SENIOR CARE & REHAB CENTER",235374
102,"ST. FRANCIS HEIGHTS CONVALESCENT HOSPITAL",055968
102,"NORTH CANYON CARE CENTER",465163
102,"THE WOODLANDS",675001
102,"NEWPORT NEWS NURSING & REHAB",495340
102,"WADSWORTH GLEN HEALTH CARE CEN",075312
102,"MEDILODGE OF CAMPUS AREA",235517
102,"PRESTIGE CARE & REHAB CENTER OF ANCHORAGE",025025
102,"SMP HEALTH - ST CATHERINE SOUTH",355079
102,"WICOMICO NURSING HOME",215007
102,"SOUTH VALLEY POST ACUTE REHABILITATION",065230
102,"CATALINA POST ACUTE AND REHABILITATION",035190
102,"HIGHLAND MANOR OF FALLON",295085
102,"VIDA ENCANTADA NURSING & REHAB",325065
102,"MONTGOMERY CARE CENTER",365327
102,"AUTUMN CARE OF CORNELIUS",345567
102,"RED ROCKS CARE CENTER",325070
102,"THE VILLAGE OF EAST HARBOR",235528
102,"OHIO LIVING MOUNT PLEASANT",365358
