Beds,Provider,"Federal Number"
57,"DESERT VIEW CARE CENTER OF BUHL",135089
57,"OAK CREEK REHABILITATION CENTER OF KIMBERLY",135084
57,"APOSTOLIC CHRISTIAN SKYLINES",145933
57,"MILLE LACS HEALTH SYSTEM",245127
57,"APERION CARE EVANSTON",146058
57,"PERRY LUTHERAN HOMES EDEN ACRES CAMPUS",16E756
57,"THOMAS REST HAVEN",165358
57,"HELIA HEALTHCARE OF NEWTON",145807
57,"JESMOND NURSING HOME",225471
57,"DUNLAP SPECIALTY CARE",165193
57,"RIVER TERRACE HEALTH CAMPUS",155849
57,"REGINA SENIOR LIVING",245254
57,"PIONEER MANOR NURSING HOME",285212
57,"SHEPHERD OF THE VALLEY-BOARDMAN",365580
57,"SUNNY VIEW NURSING HOME INC",415023
57,"NEW BRIGHTON CARE CENTER",245421
57,"WILDFLOWER COURT",025027
57,"BISHOP SPENCER PLACE, INC, THE",265768
57,"THE ROSEWOOD HEALTH CENTER",345546
57,"OHIO LIVING LAKE VISTA",366339
57,"ALPINE HEALTH AND REHABILITATION CENTER",105713
57,"GALENA STAUSS NURSING HOME",146140
57,"MORRISON NURSING HOME",305094
57,"BRANDENBURG NURSING AND REHABILITATION CENTER",185353
57,"ELDERWOOD AT RIVERSIDE",415007
57,"MARYCREST MANOR",055196
57,"ROLLING HILLS HEALTHCARE AND REHABILITATION CENTER",395614
57,"TOUCHMARK ON SOUTH HILL NURSING",505498
57,"UKIAH POST ACUTE",055734
57,"BRICKYARD HEALTHCARE – KNOX CARE CENTER",155686
57,"PALM GROVE HEALTH CARE",555740
57,"BLAND COUNTY NURSING & REHABILITATION CENTER",495191
57,"GOOD SAMARITAN SOCIETY OF BARBOUR COUNTY",515116
57,"WEST OAKS NURSING AND REHABILITATION CENTER",676095
57,"ST. BARBARA'S MEMORIAL NURSING HOME",515012
57,"GOOD SAMARITAN SOCIETY - STAFHOLT",505395
57,"S.P.J.S.T. REST HOME 3",676396
57,"BURNS NURSING HOME, INC.",015009
57,"CRYSTAL CREEK AT PRESTON HOLLOW",675893
57,"BERKSHIRE REHABILITATION & SKILLED CARE CENTER",225771
57,"HCC AT WHITE HORSE VILLAGE",395833
57,"NATIONAL CHURCH RESIDENCES BRISTOL VILLAGE",365742
57,"VISTA CENTER, THE",366087
57,"LAKEWOOD VILLA",065408
57,"BROOKDALE SKYLINE",065382
57,"GRAND RIVER HEALTH CARE CENTER",065381
57,"MISSION CONVALESCENT HOME",445447
57,"SHELBY CROSSING HEALTH CAMPUS",235662
57,"SOUTHEAST IOWA BEHAVIORAL HEALTH CARE CENTER",16F002
57,"FRANKFORT HEALTHCARE & REHAB CENTER",146082
58,"HAVEN OF SHOW LOW",035139
58,"MEDICALODGES DEWEY",375150
58,"THE NEW HOMESTEAD CARE CENTER",165525
58,"WINDWARD GARDENS",205180
58,"BARNES-KASSON COUNTY HOSPITAL",395285
58,"IHM SENIOR LIVING COMMUNITY",235648
58,"THE CARE CENTER ON HAZELTINE, LLC",555519
58,"GOOD SAMARITAN SOCIETY-PRESCOTT VILLAGE",035158
58,"RED BLUFF HEALTH CARE CENTER",056274
58,"HEALTH AND REHABILITATION CENTRE AT DOLPHINS VIEW",105012
58,"LAPORTE HEALTHCARE CENTER",675052
58,"GREENVILLE CARE CENTER",105824
58,"FOREST SPRINGS HEALTH CAMPUS",185478
58,"GOLDEN AGE CARE CENTER",165257
58,"SANDROCK RIDGE CARE AND REHAB",065384
58,"VALLEY CARE CENTER",555772
58,"SPRINGS AT ST ANDREWS VILLAGE, THE",065388
58,"ROSE HAVEN NURSING HOME",165614
58,"PARKDALE HEALTH AND REHAB",465102
58,"VILLA SCALABRINI SPECIAL CARE",555862
58,"DIVERSICARE OF BROOKHAVEN",255175
58,"STROUD HEALTH CARE CENTER SOUTH",375367
58,"HAVEN OF DOUGLAS",035180
58,"THE BARTLETT SKILLED NURSING AND ASSISTED LIVING",676457
58,"ROYAL TERRACE HEALTHCARE",055541
58,"OAKBROOK HEALTH AND REHABILITATION",525472
58,"HAVEN OF CAMP VERDE",035118
58,"HENDERSON COUNTY RET CENTER",146103
58,"CEDAR CREEK HEALTH CAMPUS",155822
58,"ST. JOSEPH'S VILLA, INC.",285249
58,"ELKHART MEADOWS",155352
58,"IMPERIAL MANOR NURSING HOME",285252
58,"ARROWHEAD HEALTHCARE CENTER, LLC",555896
58,"PEABODY MANOR",525548
58,"MOTHER HULL HOME",285254
58,"PHOEBE WYNCOTE",396120
58,"ARCHBISHOP LEIBOLD HOME",366316
58,"STEWARTVILLE CARE CENTER",245349
58,"NEW EAST SIDE NURSING HOME",335517
58,"PARKVIEW CARE CENTER",175409
58,"HILL TOP HOME OF COMFORT INC",355092
58,"GOOD SAMARITAN SOCIETY-PRESCOTT VALLEY",035244
58,"TREND HEALTH & REHAB OF MERIDIAN LLC",255348
58,"PIONEER MEMORIAL CARE CENTER",245301
58,"THE DOROTHY & JOSEPH GOLDBERG HEALTHCARE CENTER",555424
58,"MEMORIAL HEALTH CARE CENTER",45F414
58,"HARRINGTON PARK HEALTH AND REHABILITATION",115725
58,"PINEKNOLL REHABILITATION CENTRE",155527
58,"MUSKOGEE NURSING CENTER",375376
58,"WOODSIDE HEALTHCARE CENTER",555798
58,"BRIGHTMOOR NURSING CENTER",345140
58,"ZARROW POINTE",375547
58,"OWYHEE HEALTH & REHABILITATION CENTER",135087
58,"PECAN MANOR NURSING AND REHABILITATION",675270
58,"WILBER CARE CENTER",285172
58,"SAN JOSE HEALTHCARE & WELLNESS CENTER",055388
58,"FATHER PURCELL MEMORIAL EXCEPTIONAL CHILDREN'S CTR",01A193
58,"GOLDEN YEARS NURSING HOME",345367
58,"MAPLECREST REHAB & LIVING CENTER",205128
58,"AVITA HEALTH AND REHAB AT REEDS COVE",175532
58,"LAGUNA RAINBOW NURSING CENTER",325214
58,"DECATUR REHAB & HEALTH CARE CT",14E848
58,"NATCHEZ REHABILITATION AND HEALTHCARE CENTER",255226
58,"VILLAGES AT OAK RIDGE, THE",155837
58,"CAROLINA VILLAGE INC",345123
58,"ORCHARD POINTE HEALTH CAMPUS",155851
58,"OAKNOLL RETIREMENT RESIDENCE",165030
58,"HARRISON SPRINGS HEALTH CAMPUS",155852
58,"NORTH RIVER HEALTH CAMPUS",155854
58,"MISSION POINT NSG & PHY REHAB CTR OF FOREST HILLS",235366
58,"CUMBERLAND CROSSINGS RETIREMENT COMMUNITY",395876
58,"SCOTIA VILLAGE-SNF",345297
58,"CRESTVIEW HEALTHCARE AND REHABILITATION",185409
58,"ROWNTREE GARDENS",555718
58,"DISCOVERY CARE CENTRE LTD",275135
58,"ALPINE VILLAGE RETIREMENT CENTER",285190
58,"GARDEN VALLEY RETIREMENT VILLAGE",175175
58,"BRIARFIELD PLACE",366485
58,"THE REDWOODS, A COMMUNITY OF SENIORS",555826
58,"WATERS OF RISING SUN, THE",155483
58,"WILLOW KNOLL POST-ACUTE AND SENIOR LIVING",365648
58,"LANSING CARE AND REHAB",175228
58,"HILLVIEW HEALTH CARE CENTER",145880
58,"RED OAK REHAB AND CARE CENTER",165185
58,"LAUDERDALE CHRISTIAN NURSING HOME",015361
58,"REFORMED PRESBYTERIAN HOME",395561
58,"SPJST REST HOME NO 2",676298
58,"PROVIDENCE CHILD CENTER",38A001
58,"PULASKI HEALTH CARE CENTER",155660
58,"MIDDLEBURY CONVALESCENT HOME",075146
58,"BEAVER DAM NURSING & REHAB CENTER, INC",185334
58,"HASKELL CARE CENTER",375414
58,"RIVERDALE HEALTH CARE CENTER",525321
58,"HARTVILLE CARE CENTER",265593
58,"HOBART NURSING & REHAB",375279
58,"THE PEAKS HEALTH & REHABILITATION",035257
58,"MAPLE HEIGHTS",165267
58,"WESTON COUNTY HEALTH SERVICES",535023
58,"GALENA NURSING & REHAB CENTER",175233
58,"HOLLAND HOME BRETON REHABILITATION & LIVING CENTRE",235540
59,"FAIRMONT REHABILITATION HOSPITAL",055242
59,"CHRISTIAN PARK VILLAGE",235179
59,"VILLA HEALTH CARE CENTER",555353
59,"VALLE VISTA POST ACUTE",055500
59,"LINCOLN GLEN SKILLED NURSING",555363
59,"LAWNDALE HEALTHCARE & WELLNESS CENTRE LLC",555816
59,"WILLARD HEALTHCARE",365343
59,"ACCEL AT CRYSTAL PARK",375570
59,"HICKS GOLDEN YEARS NURSING HOME",185298
59,"CRIPPLE CREEK CARE CENTER",065333
59,"WILLOWBROOK TERRACE",385201
59,"STONE COUNTY REHABILITATION AND NURSING CTR INC",255308
59,"SAN MARINO MANOR",555825
59,"BAYSIDE VILLAGE",235144
59,"WILLOWBROOKE CT SKILLED CARE CTR AT MAGNOLIA TRACE",015450
59,"SHASTA VIEW ESTATES",055807
59,"NORTH WALK VILLA CONVAL. HOSP.",055758
59,"MERCY RETIREMENT & CARE CENTER",555189
59,"THE SPRINGS AT PACIFIC REGENT",555739
59,"AUBURN RAVINE TERRACE",555645
59,"THE TERRACES OF LOS GATOS",555547
59,"MISSION AT CASTLE ROCK REHABILITATION CENTER",535033
59,"ORCHID COVE AT KISSIMMEE",105379
59,"MAPLE MANOR REHAB CENTER",235613
59,"GOOD SAMARITAN SOCIETY - CURRY VILLAGE",385165
59,"WARM BEACH HEALTH CARE CENTER",505405
59,"COURTYARD CARE CENTER",555785
59,"HIGHLAND PARK SKILLED NURSING AND WELLNESS CENTER",555165
59,"OAK GROVE CHRISTIAN RETIREMENT VILLAGE",155667
59,"SOCAL POST-ACUTE CARE",055168
59,"WOLF CREEK CARE CENTER",055512
59,"GOOD SAMARITAN SOCIETY - OAKES",355095
59,"HEALTHCARE CENTER OF BELLA VISTA",055693
59,"BELLE TERRACE",395574
59,"MAPLE HEALTHCARE CENTER",055036
59,"TEMPLE CITY HEALTHCARE",056413
59,"MONMOUTH NURSING HOME",146057
59,"HITZ MEMORIAL HOME",145921
59,"INLAND CHRISTIAN HOME",555108
59,"UNITED ZION RETIREMENT COMMUNI",395631
59,"COUNTRY VILLA PAVILION NURSING CENTER",055160
59,"DAWSON SPRINGS HEALTH AND REHABILITATION CENTER",185263
59,"CARE NURSING & REHABILITATION",676046
59,"LOS BANOS NURSING & REHABILITATION CENTER",055028
59,"CLAREMONT MANOR CARE CENTER",555085
59,"LAKEVIEW HEALTH CARE & REHABILITATION CENTER",265522
59,"GOOD SAMARITAN SOCIETY - WEST UNION",165187
59,"YUBA CITY POST ACUTE",055092
59,"HILLCREST NURSING HOME",555890
59,"GLASGOW GARDENS",265535
59,"CASA DE MODESTO",555898
59,"GUNNISON VALLEY HEALTH SENIOR CARE CENTER",065144
59,"CHAPEL POINTE AT CARLISLE",395923
59,"GEORGE REGIONAL HEALTH & REHAB CENTER",255333
59,"WELCH COMMUNITY HOSPITAL",51A009
59,"GATEWAY CARE AND RETIREMENT",385268
59,"CONCORDIA AT THE CEDARS",396059
59,"LINDA MAR CARE CENTER",055116
59,"HIGHLAND NURSING CENTER",45E341
59,"MERCY CENTER NURSING UNIT INC",395850
59,"MONTROSE HEALTHCARE CENTER",055135
59,"DEL MAR CONVALESCENT HOSPITAL",555081
59,"COFFMAN NURSING HOME",215352
59,MEADOWOOD,395768
59,"GRAND TERRACE HEALTH CARE CENTER",055129
59,"TRELLIS CHINO",555910
59,"VALLEY CONVALESCENT HOSPITAL",056178
59,"MAYFLOWER CARE CENTER",555374
59,"BETHEL LUTHERAN HOME",435076
59,"COUNTRY OAKS CARE CENTER",055826
59,"RIVERSIDE VILLAGE HEALTHCARE CENTER",555404
59,"VILLA VALENCIA HEALTHCARE CENTER",555462
59,"HILLCREST POST ACUTE",555127
59,"SANTA MONICA HEALTH CARE CENTER",055540
59,"HAYWARD HEALTH SERVICES",525434
59,"HARVARD CREEK POST ACUTE",055544
59,"FALCON LAKE NURSING HOME",676214
59,"CREEKSIDE CARE CENTER",055557
59,"WHITNEY CENTER",075290
59,"WESTVIEW MANOR AND REHABILITATION CENTER",455554
59,"EAGLE LAKE NURSING AND REHAB CARE CENTER",105292
59,"VALENCIA GARDENS HEALTH CARE CENTER",555331
59,"WESTMINSTER COMMUNITIES OF BRADENTON WESTMINSTER",105919
59,"BEACHSIDE NURSING CENTER",555027
59,"RIMROCK VILLA CONVALESCENT HOSPITAL",555162
59,"POMONA VISTA CARE CENTER",055282
59,"ST ELIZABETH HEALTHCARE CENTER",055570
59,"BETHEL LUTHERAN HOME",05A021
59,"COUNTRY VIEW MANOR INC",165554
59,"LITTLE SISTERS OF THE POOR OF PALATINE",146189
59,"ST. PAULS HEALTH CARE CENTER",555144
59,"WALKER REHABILITATION CENTER, INC",015408
59,"BROADWAY HEALTHCARE CENTER",056201
59,"MISSION POINT NSG & PHYSICAL REHAB CTR OF DETROIT",235595
59,"COUNTRY CREST POST ACUTE",555802
59,"REDWOOD TERRACE HEALTH CENTER",555146
59,"BELLFLOWER POST ACUTE",055408
59,"CONTINENTAL MANOR NURS AND REHABILITATION CENTER",365592
59,"GROVE MANOR",395510
59,"SUNRISE VIEW CONVALESCENT CTR",505463
59,"NEWPORT NURSING AND REHABILITATION CENTER",055518
59,"MANNING GARDENS CARE CENTER, INC",055423
59,"MIRAVILLA CARE CENTER",555492
59,"JENKINS MEMORIAL HEALTH FACILITY",365431
59,"HARBOR BEACH NURSING AND REHABILITATION CENTER",105578
59,"COLQUITT REGIONAL SENIOR CARE & REHABILITATION",115667
59,"CENTINELA SKILLED NURSING & WELLNESS CENTRE WEST",056167
59,"UNITED PRESBYTERIAN HOME",165482
59,"SCOTT HEALTH & REHABILITATION",115671
59,"THE COVE AT LA JOLLA",555545
59,"MONTCLAIR MANOR CARE CENTER",055718
59,"COUNTRYSIDE CARE CENTER",056281
59,"PEACH TREE PLACE",676148
59,"BRENTWOOD HEALTH CARE CENTER",055711
59,"UNIVERSITY POST-ACUTE REHAB",555265
59,"ONTARIO HEALTHCARE CENTER",055707
59,"NORSELAND NURSING HOME",525619
59,"SACRED HEART CARE CENTER",245447
59,"SIERRA VIEW HOMES",056279
59,"HIGHLAND RIDGE CARE CENTER, LLC",165566
59,"PARAMOUNT CONVALESCENT HOSP.",056446
59,"TERRACE VIEW CARE CENTER",555671
59,"RIDGE CREST AT MEADOW RIDGE",075429
59,"THE SPRINGS AT THE CARLOTTA",555226
59,"LOGAN HEALTH - CONRAD",275119
59,"RANCHO MESA CARE CENTER",555521
59,"BONNIE BRAE SKILLED NURSING",055538
59,"ST ANDREWS",555218
59,"EDEN VALLEY CARE CENTER",555538
59,"MISSION CARE CENTER",555796
59,"BALDWIN GARDENS NURSING CENTER",555055
59,"DISCOVERY NURSING & REHAB OF VANCOUVER",505341
59,"MEADOWVIEW NURSING CENTER",015400
59,"REGENTS POINT - WINDCREST",555295
59,"CALVIN COMMUNITY",165479
60,"SCHUYLER COUNTY NURSING HOME",265816
60,"MORNINGSIDE CENTER",265813
60,"PLEASANT ACRES CARE CENTER",165248
60,"KATY MANOR",265801
60,"OSPREY POINT NURSING CENTER",106008
60,"PEARL'S II EDEN FOR ELDERS",265796
60,"HEISINGER LUTHERAN HOME",265794
60,"THE VILLAGE AT INCARNATE WORD",676498
60,"PAVILION-THS, LLC",445500
60,"PRESBYTERIAN HOMES OF NORTH OAKS",245613
60,"NODAWAY NURSING HOME",265836
60,"GOOD SAMARITAN SOCIETY - FAIRFIELD GLADE",445506
60,"APPLETON CITY MANOR",265843
60,"BEDFORD SPRINGS HEALTH AND REHABILITATION",185358
60,"EPISCOPAL CHURCH HOME GARDENS",245625
60,"RIVER VALLEY NURSING HOME",185355
60,"GREEN ACRES HEALTHCARE",185341
60,"LANE HOUSE, THE",155477
60,"CHRISTIAN HEIGHTS NURSING AND REHABILITATION CENTE",185338
60,"HEARTHSTONE PLACE",185400
60,LENBROOK,115296
60,"BAPTIST HOME OF SOUTH JERSEY",315448
60,"MILLARD COUNTY CARE AND REHABILITATION",465157
60,"WESTWARD HEIGHTS CARE CENTER",535034
60,"CORAL DESERT REHABILITATION AND CARE",465160
60,"MOSSER NURSING HOME",395105
60,"FAITH LUTHERAN HOME",275073
60,"CALHOUN NURSING HOME",115264
60,"VILLAGE MANOR",38E174
60,"IVY AT DEER LODGE",275134
60,"SOUTHWEST MONTANA VETERANS HOME",275156
60,"FIESER NURSING CENTER",26A490
60,"RIDGEWOOD SPECIALTY CARE",165223
60,"DELTA SOUTH NURSING & REHABILITATION",265862
60,"NEW CASTLE NURSING & REHAB",185362
60,"COMMUNITY CARE CENTER OF LEMAY INC",265775
60,"ROBERTSON COUNTY HEALTH CARE FACILITY",185359
60,"DUGAN MEMORIAL HOME",255313
60,"COTTAGES OF LAKE ST LOUIS",265860
60,"COPIAH LIVING CENTER",255291
60,"RIVERWAYS MANOR",265363
60,"HERITAGE HOUSE NURSING CENTER",255284
60,"VAIDEN COMMUNITY LIVING CENTER",255283
60,"LANDMARK OF DESOTO",255281
60,"SARDIS COMMUNITY  NH",255279
60,"GREENE COUNTY HEALTH AND REHABILITATION",255277
60,"THE MADISON HEALTH AND REHAB",255276
60,"GRACE CARE CENTER OF HENRIETTA",455893
60,"RIVERDELL CARE CENTER",265361
60,"GREAT OAKS REHABILITATION AND HEALTHCARE CENTER",255311
60,"WALTER B CROOK NURSING FACILITY",25A422
60,"OAK GROVE RETIREMENT HOME",25E115
60,"KENT COUNTY NURSING HOME",745002
60,"METHODIST SPECIALTY CARE CENTER",25A414
60,"ROCKY MOUNTAIN CARE - EVANSTON",535038
60,"GATEWAY HEALTH AND REHAB",115560
60,"COMMUNITY PLACE",255285
60,"PASS CHRISTIAN HEALTH AND REHABILIATION CENTER",255287
60,"PUTNAM COUNTY CARE CENTER",265826
60,"THE NICHOLS CENTER",255304
60,"HIGHLAND PARK CARE CENTER",285063
60,"GOLDEN PALMS RETIREMENT AND HEALTH CENTER",455672
60,"BEND TRANSITIONAL CARE",385253
60,"BUCHANAN HEALTHCARE CENTER",115587
60,"SENIOR VILLAGE NURSING HOME",675954
60,"GRANDVIEW HEALTH CARE CENTER",115502
60,"RIVER PLACE NURSING CENTER",255305
60,"BRIAR HILL REST HOME",255303
60,"RIVER CHASE VILLAGE",255289
60,"CARRINGTON, LLC D/B/A THE CARRINGTON",255301
60,"VINEYARD COURT NURSING CENTER",255299
60,"SHATTUCK NURSING CENTER",375564
60,"GREENBOUGH HEALTH AND REHABILITATION CENTER",255294
60,"SHELBY HEALTH AND REHABILITATION CENTER",255293
60,"SILVER CROSS HEALTH & REHAB",255310
60,"LEGACY MANOR NURSING AND REHABILITATION",255292
60,NORTERRE,265867
60,"RIVERSIDE CONVAL CENTER-SALUDA",495430
60,"GRINNELL HEALTH CARE CENTER",165262
60,"OAKRIDGE OF PLATTSBURG",265742
60,"MCCLURE POST ACUTE",555067
60,"ASHLAND HEALTHCARE",265707
60,"LEXINGTON MANOR SENIOR CARE, LLC",255091
60,"OAKS NURSING HOME, INC, THE",115627
60,"THE WOODLANDS HEALTH AND REHAB CENTER",495360
60,"PRUITTHEALTH - SPRING VALLEY",115401
60,"BIRCHWOOD CARE HOME",24E166
60,"KEOSAUQUA HEALTH CARE CENTER",165204
60,"LOUISVILLE HEALTHCARE LLC",255096
60,"PLEASANT VIEW",265744
60,"SUNSET HOME",265745
60,"GOOD SAMARITAN SOCIETY - HOLSTEIN",165207
60,"TIFFANY HEIGHTS",265746
60,"WILLOWBROOKE CT SKILLED CARE CTR WESTMINSTER VLG",015381
60,"RIVERSIDE CONVAL CENTER-MATHEW",495429
60,"HERITAGE INN OF SANDERSVILLE HEALTH AND REHAB",115369
60,"MORGANFIELD NURSING AND REHABILITATION CENTER",185329
60,"DIVERSICARE OF TYLERTOWN",255100
60,"KNOX COUNTY NURSING HOME DISTRICT",265763
60,"BEDFORD COURT HEALTHCARE CENT.",215246
60,"NOXUBEE COUNTY NURSING HOME",25A374
60,"HERITAGE HALL LEXINGTON",495321
60,"STONERIDGE POPLAR RUN",395927
60,"WILLOWBROOKE COURT SKD CARE CENTER AT LIMA ESTATES",395492
60,"MYRTLE BEACH MANOR",425070
60,"MILLER'S MERRY MANOR",155617
60,"WATERFORD, THE",105404
60,"CHELSEA GARDENS",676334
60,"RETAMA MANOR NURSING CENTER/JOURDANTON",455549
60,"BROOKLYN COMMUNITY ESTATES",165594
60,"NEW GLEN OAKS NURSING HOME, INC",335299
60,"ALPINE NURSING HOME INC",415089
60,"E W THOMPSON HEALTH & REHABILITATION CENTER",265858
60,"CROSS CITY NURSING AND REHABILITATION CENTER",106009
60,"BERTRAND NURSING AND REHAB CENTER",265678
60,"WINDSOR HEALTHCARE & REHAB CENTER",265683
60,"SKYVIEW NURSING CENTER",375422
60,"FAMILY CARE CENTER OF KINGSTON",375437
60,"DOUGLAS CARE CENTER LLC",535040
60,"EL REPOSO NURSING FACILITY",015402
60,"BETTY ANN NURSING CENTER",375457
60,"OREGON CARE CENTER",265629
60,"HICKORY MANOR",265632
60,"ASHLAND HEALTH AND REHABILITATION",255138
60,"MCLARNEY MANOR",265644
60,"BEDFORD CARE CENTER OF MENDENH",255150
60,"MERAMEC NURSING CENTER",265554
60,"THERMOPOLIS REHABILITATION AND WELLNESS",535051
60,"KOUNTZE NURSING CENTER",455594
60,"UNION CARE CENTER",265873
60,"MCCLAY SENIOR CARE",265875
60,"REUNION PLAZA HEALTHCARE & REHABILITATION",675888
60,"HEARTWOOD AVENUE HEALTHCARE",555184
60,"ST JOHN'S HEALTH SAGE LIVING",535046
60,MILL-POND,165261
60,"SALEM CARE CENTER",26A206
60,"SILEX COMMUNITY CARE",265611
60,"GLENWOOD HEALTHCARE",265608
60,"REMINGTON TRANSITIONAL CARE OF SAN ANTONIO",676216
60,"THE NEWPORT NURSING AND REHABILITATION CENTER",495368
60,"LAWSON MANOR & REHAB",265666
60,"MONITEAU CARE CENTER",265648
60,"BIG SPRING CARE CENTER FOR REHAB AND HEALTHCARE",265573
60,"MONROE CITY MANOR CARE CENTER",265574
60,"JEFFERSON COUNTY NURSING HOME",255164
60,"DAYTON NURSING AND REHABILITATION",455642
60,"THE CONVALESCENT CENTER AT PATRIOTS COLONY",495369
60,"STONECREST HEALTHCARE",265582
60,"WESTWOOD HEALTHCARE AND REHABILITATION",115601
60,"FAIRFAX MANOR",375467
60,"PERRY COUNTY NURSING CENTER",255159
60,"BRUNSWICK NURSING & REHAB",265598
60,"CLARENCE CARE CENTER",265599
60,"LEE COUNTY HEALTH AND REHABILITATION",115614
60,"MAPLE GROVE HEALTH CARE CENTER",495365
60,"BEDFORD CARE CENTER OF PETAL",255149
60,"GRACEMORE NURSING AND REHAB",115554
60,"CENTRACARE HEALTH SYSTEM-SAUK CENTRE NURSING HOME",245341
60,"QUITMAN COUNTY HEALTH & REHAB LLC",255344
60,"CHARITON SPECIALTY CARE",165305
60,"COLONIAL MANOR OF AMANA",165318
60,"LBJ MEDICAL CENTER",676486
60,"CREST VIEW NURSING HOME",525581
60,"LAKEVIEW REHABILITATION & HEALTHCARE CENTER",675051
60,"VANCREST OF ADA",366444
60,"GENEVA LAKE MANOR",525565
60,"HERITAGE PLACE",025021
60,"ST CLARE COMMONS",366410
60,"LEBANON CENTER FOR REHABILITATION AND HEALING, LLC",445268
60,"SAGE CREEK POST-ACUTE",295098
60,"TOWER LODGE CARE CENTER",315069
60,"THE GARDENS OF ST. FRANCIS",366312
60,"PARKWAY PLACE",675777
60,FLAGSTONE,245312
60,"DR GUY GORMAN SR CARE HOME",035242
60,"BROOKDALE PALMER RANCH SNF",106022
60,"SIGNATURE HEALTHCARE OF MCCREARY COUNTY REHAB & WE",185211
60,"SHEBOYGAN SENIOR COMMUNITY INC",525598
60,"EXIRA CARE CENTER",165412
60,"HEALTH CENTER AT SINAI RESIDENCES",106111
60,"EVERGREEN HEALTHCARE CENTER",675035
60,"RISING STAR NURSING CENTER",675832
60,"PEBBLEBROOK HEALTH CENTER AT PARK SPRINGS",115694
60,"FORT GAINES HEALTH AND REHAB",115696
60,"ASCENSION LIVING - LAKESHORE AT SIENA",525495
60,"WASHINGTON CO EXTENDED CARE FACILITY",115702
60,"GARDNERVILLE  HEALTH & REHAB  CENTER",295082
60,"LAS VENTANAS RETIREMENT COMM SNF",295086
60,"PRUITTHEALTH - JASPER",115677
60,"ARBOR CARE CENTERS-ORD, LLC",285294
60,"HEARDMONT HEALTH AND REHABILITATION",115685
60,"FOX SUBACUTE CENTER",395194
60,"GOOD SAMARITAN SOCIETY - ST LUKE'S VILLAGE",285192
60,"GOOD SAMARITAN SOCIETY - ALBION",285197
60,"KENDALLVILLE MANOR",155482
60,"CLAREWOOD HOUSE EXTENDED CARE CENTER",676021
60,"FRAZEE CARE CENTER",245299
60,"FAITH LUTHERAN HOME",165433
60,"OGLALA SIOUX LAKOTA NURSING HOME",28E300
60,"TRADEWATER POINTE",185133
60,"PROMEDICA GOERLICH MEMORY CARE CENTER (SYLVANIA)",366317
60,"MEADOW LAKES",315022
60,"GOOD SAMARITAN SOCIETY-QUIBURI MISSION",035214
60,"MAPLETON COMMUNITY HOME",245362
60,"HOMEPLACE MANOR",675058
60,"STONERISE RAINELLE",515121
60,"YORK MANOR NURSING HOME",375132
60,"WAYNE COUNTRYVIEW CARE AND REHABILITATION",285135
60,"MERIDIAN CARE OF HEBBRONVILLE",675796
60,"BOYD NURSING AND REHABILITATION",185418
60,"DIVERSICARE OF LULING",675075
60,"KYAKAMEENA CARE CENTER",055715
60,"EDGEWOOD ESTATES",185423
60,"MAGNOLIA VILLAGE",185435
60,"AZRIA HEALTH SUTHERLAND",285141
60,"FREDERIC NURSING AND REHAB COMMUNITY",525665
60,"SUNNYSIDE NURSING HOME",106053
60,"WHITEWATER COMMONS SENIOR LIVING",155507
60,"OAKVIEW NURSING AND REHABILITATION",165439
60,"SIGNATURE HEALTHCARE OF ORMOND",105458
60,"BREWSTER CONVALESCENT CENTER",366264
60,"GENTLECARE OF VINCENNES",155519
60,"NHC HEALTHCARE, OAKWOOD",445002
60,"VERNON GREEN NURSING HOME",475008
60,"THE LEGACY AT WILLOW BEND",676189
60,"EAGLE POINTE SKILLED NURSING & REHAB",366270
60,"THE REHABILITATION CENTER AT THE PALAZZO",035116
60,"CHELSEY PARK HEALTH AND REHABILITATION",115724
60,"ANNANDALE CARE CENTER",245364
60,"PADDOCK SPRINGS",155495
60,"RICHMOND HEIGHTS PLACE-A CONTINUUM OF CARE COMMUNI",366377
60,"WESTLAKE VILLAGE CARE CENTER",366373
60,"WILLOWS AT BELLEVUE",366365
60,"ACCURA HEALTHCARE OF KNOXVILLE, LLC",165382
60,"GOOD SAMARITAN SOCIETY SHAKAMAK RETIREMENT COMM",155303
60,"MEADOWBROOK CARE CENTER",675151
60,"SAUNDERS MEDICAL CENTER",285296
60,"OTTERBEIN NEW ALBANY",366424
60,"ENVOY OF WINCHESTER, LLC",495389
60,"LANDMARK OF COLLINS",255215
60,"ARBOR WALK HEALTHCARE CENTER",255219
60,"RIVER HEIGHTS HEALTHCARE CENTER",255217
60,"GRAND RIVER HEALTH CARE",265480
60,"TREYTON OAK TOWERS",185175
60,"PUXICO NURSING AND REHABILITATION CENTER",265496
60,"NEW HAVEN LIVING CENTER",265501
60,"HURRICANE HEALTH AND REHABILITATION",465101
60,"LAWRENCE CO NURSING CENTER",255214
60,"TRINITY HEALTHCARE CENTER",255222
60,"COUNTRY AIRE RETIREMENT CENTER",265474
60,"EMBASSY REHAB AND CARE CENTER",165145
60,"LEE'S SUMMIT POINTE HEALTH & REHABILITATION",265512
60,"ASPIRE SENIOR LIVING FAYETTE",265517
60,"THE WYBE AND MARIETJE KROONTJE HEALTH CARE CENTER",495406
60,"HILLCREST MANOR SANITARIUM",055975
60,"PINE CREST GUEST HOME INC",255210
60,"GLENVIEW HEALTH AND REHABILITATION",185271
