Beds,Provider,"Federal Number"
150,"FLORENCE HAND HOME",115277
150,"HILLTOP VILLAGE NURSING AND REHABILITATION CENTER",455628
150,"A.G. RHODES HOME WESLEY WOODS",115002
150,"LUTHERAN LIVING SENIOR CAMPUS",165432
150,"GOLDEN AGE NURSING HOME",255307
150,"HERITAGE NURSING & REHABILITATION",675858
150,"FOX HILL CENTER",075183
150,"CASSENA CARE AT NORWALK",075159
150,"KENSINGTON CARE AND REHAB CENTER",525242
150,"RIVER VALLEY REHABILITATION CENTER",105473
150,"BELLE TECHE NURSING & REHABILITATION CENTER",195460
150,"SHORESIDE HEALTH AND REHABILITATION CENTER",105711
150,"GREENHILL VILLAS",676241
150,"CENTER FOR LIVING & REHABILITATION",475029
150,"HABANA HEALTH CARE CENTER",105417
150,"MCLEAN COUNTY NURSING HOME",145494
150,"PROMEDICA SKILLED NURSING LIB",145593
150,"CHESHIRE COUNTY HOME",305054
150,"TACOMA NURSING AND REHABILITATION CENTER",505154
150,"RIDGECREST NURSING AND REHABILITATION CENTER",106061
150,"MILLER'S MERRY MANOR",155556
150,"RANCHWOOD NURSING CENTER",375229
150,"THE LAURELS OF HEATH",365466
150,"CASCADES AT GALVESTON",675254
150,"MANITOWOC HEALTHCARE CENTER",525441
150,"CARE ONE AT PEABODY",225323
150,"GREENBRIER NURSING HOME",375353
150,"IDEAL SENIOR LIVING CENTER",335520
150,"CRYSTAL RIVER HEALTH AND REHABILITATION CENTER",105317
150,"BETHEL LUTHERAN NURSING & REHABILITATION CENTER",355070
150,"CARRIAGE HILL HEALTH AND REHAB CENTER",495396
150,"FT WASHINGTON HEALTH CENTER",215146
150,"KENSINGTON GARDENS REHAB AND NURSING CENTER",105453
150,"FUTURE CARE CAPITAL REGION",215364
150,"UNION COUNTY NURSING HOME",115695
150,"FLORENCE PARK CARE CENTER",185174
150,"BRIGHTPOINTE AT RIVERSHIRE",676420
150,"LIFE CARE CENTER OF PLYMOUTH",225666
150,"NORTHPOINT/LEXINGTON HEALTHCARE CENTER",185197
150,"RIVER HILLS HEALTH AND REHABILITATION CENTER",676114
150,"LEGACY REHABILITATION AND LIVING",676010
150,"HERITAGE GARDENS REHABILITATION AND HEALTHCARE",675111
150,"RIO VISTA POST ACUTE AND REHABILITATION",035183
150,"ALDEN ESTATES OF BARRINGTON",145557
150,"CASEYVILLE NURSING & REHAB CTR",145585
150,"ARBORS AT MARIETTA",365687
150,"CARADAY OF HOUSTON",676470
150,"ELDERWOOD AT BURLINGTON",475030
150,"LIFE CARE CENTER OF WEST BRIDGEWATER",225704
150,"SUBURBAN HEALTHCARE AND REHABILITATION",365215
150,"VIENNA NURSING AND REHABILITATION CENTER",055481
150,"AUTUMN MEADOWS OF CAHOKIA",145581
150,"PROMEDICA SKILLED NRSG AND REHAB (POTTSTOWN)",395402
150,"LIFE CARE CENTER OF SKAGIT VALLEY",505318
150,"BIRCHWOOD PARK REHABILITATION",495150
150,"CASCADES AT PORT ARTHUR",675172
150,"LANDMARK OF LAKE CHARLES",195630
150,"GARDEN VILLA NURSING HOME AND REHABILITATION",676040
150,"THE ESTATES AT ROSEVILLE LLC",245105
150,"SLOVENE HOME FOR THE AGED",365567
150,"APPLEWOOD NURSING CENTER INC",235375
150,"MEADOW VIEW NURSING CENTER",395830
150,"CRANBERRY PLACE",395845
150,"RIDGEWOOD CENTER, GENESIS HEALTHCARE",305052
150,"PEBBLE CREEK HEALTHCARE CENTER",365727
150,"POTOMAC FALLS HEALTH & REHAB CENTER",495179
150,"O'NEILL HEALTHCARE NORTH RIDGEVILLE",365685
150,"HOMETOWN NURSING AND REHAB CEN",395875
150,"ARBORS AT STOW",365720
150,"LAWRENCE HALL HEALTH & REHABILITATION",045452
150,"PARKVIEW NURSING",085002
150,"ST LEONARD HCC",365714
150,"MONARCH PAVILION REHABILITATION SUITES",676293
150,"MAJESTIC OAKS",105374
150,"WESTMORELAND PLACE",365597
150,"PROMEDICA SKILLED NSG & REHAB CANTON",235618
150,"PALM GARDEN OF GAINESVILLE",105571
150,"THE SPRINGS BATESVILLE",045203
150,"MAJESTIC CARE OF WHITEHALL",366201
150,"KIMBERLY HALL NORTH",075279
150,"JEWISH HOME FOR REHABILITATION AND NURSING, THE",315528
150,"GREEN HILLS CENTER FOR REHABILITATION AND HEALING",445267
150,"LUTHERAN REHABILITATION AND SKILLED CARE CENTER",225379
150,"DIVERSICARE OF MARTIN",445249
150,"SCHAFFER EXTENDED CARE CENTER",335337
150,"LOFT REHAB OF DECATUR",145965
150,"AMERICAN VILLAGE",155292
150,"PROMEDICA SKILLED NRSG AND REHAB (SHADYSIDE)",395251
150,"SENIOR VILLAGE NURSING & REHABILITATION CENTER",195318
150,"WOONSOCKET HEALTH CENTRE",415041
150,"HAZEL I FINDLAY COUNTRY MANOR",235602
150,"MOUNT OLIVE CENTER",345126
150,"ASSUMPTION VILLAGE THE",365783
150,"SUMMIT AT PLANTSVILLE, THE",075420
150,"GUARDIAN ELDER CARE AT WHEELING",515002
150,"BRYAN HEALTHCARE AND REHABILITATION",365830
151,"BRIDGE POINT CENTER",185090
151,"ST JOSEPH'S HEALTHCARE AND REHAB CENTER",315194
151,"LEGACY NURSING AND REHABILITATION OF PLAQUEMINE",195343
151,"COURTLAND, LLC",215128
151,"OAKVIEW HEALTH AND REHABILITATION",115428
151,"AMELIA MANOR NURSING HOME",195469
151,"PLAZA WEST HEALTHCARE AND REHAB",175255
151,"GRAND PARK CONVALESCENT HOSPITAL",056244
151,"PROMEDICA SKILLED NRSG AND REHAB (YORK SOUTH)",395309
151,"VILLA LAS PALMAS HEALTHCARE CENTER",055806
151,"SPRINGHILL SENIOR RESIDENCE",015435
151,"PROMEDICA SKILLED NRSG AND REHAB (KINGSTON COURT)",395037
151,"MAPLE WOODS MANOR",235518
151,"MANORCARE HEALTH SERVICES (FOUNTAIN VALLEY)",555328
151,"THE ORCHARDS AT HARPER WOODS",235480
151,"BRIDGEWAY CARE AND REHAB CENTER AT BRIDGEWATER",315182
151,"RIVERVIEW CARE CENTER",195497
151,"LUVERNE HEALTH AND REHABILITATION, LLC",015336
151,"DRIFTWOOD NURSING CENTER",255290
151,"SAN GABRIEL CONV CENTER",055181
151,"LAKE SHORE VILLAGE HEALTHCARE CENTER",675438
151,"VALERIE MANOR",075332
151,"EVERGREEN HEALTH AND REHABILITATION CENTER",235582
151,"NHC HEALTHCARE, ANNISTON",015120
151,"THE LEGACY LIVING AND REHABILITATION CENTER",535022
151,"CROWN BAY NURSING AND REHABILITATION CENTER",056103
151,"HILLCREST HEALTH & REHAB",285133
151,"PANORAMA GARDENS NURSING AND REHABILITATION CENTER",056337
151,"WEDGWOOD GARDENS CARE CENTER",315504
151,"SEASHORE GARDENS LIVING CENTER",315340
151,"OREGON VETERANS HOME",385257
151,"PINNACLE REHABILITATION & HEALTH CENTER",085020
151,"EASTERN PINES CONV CTR",315317
151,"NSPIRE HEALTHCARE TAMARAC",105609
151,"ACCORDIUS HEALTH AT CREEKSIDE CARE",345359
151,"WILLOW PARK HEALTH CARE CENTER",375431
151,"BAYSIDE HEALTHCARE CENTER",195309
151,"PROMEDICA SKILLED NURSING AH",145199
151,"PROMEDICA SKILLED NURSING & REHAB - MOUNTAINSIDE",315259
152,"PRESBYTERIAN HOMES OF ARDEN HILLS",245424
152,"THE REDWOODS POST-ACUTE",056212
152,"EAST LAKE NURSING & REHABILITATION CENTER",155269
152,"PILGRIM REHABILITATION & SKILLED NURSING CENTER",225048
152,"WOODLANDS HEALTHCARE CENTER, LLC (THE)",195482
152,"THE VILLA AT CITY CENTER",235325
152,"SOLDIERS AND SAILORS MEMORIAL HOSPITAL E C U",335289
152,"HANOVER HALL FOR NURSING AND REHABILITATION",395016
152,"STONERIDGE TOWNE CENTRE",395343
152,"LEGACY NURSING AND REHABILITATION OF FRANKLIN",195388
152,"SOUTHGATE HEALTH CARE CTR",315237
152,"SENA KEAN NURSING AND REHABILITATION CENTER",395775
152,"REDWOOD OF RAYMORE",265476
152,"RIVERDALE CENTER FOR NURSING AND HEALING",115144
152,"ALLIS CARE CENTER",525108
152,"COMPLETE CARE AT SUMMIT RIDGE",315038
152,"LIFE CARE CENTER OF SIERRA VISTA",035136
152,"ROBERTSDALE REHABILITATION & HEALTHCARE CTR",015443
152,"WAGNER HEIGHTS NURSING & REHABILITATION CENTER",555470
152,"GOLDEN CREST NURSING CENTRE",415029
152,"MACGREGOR DOWNS HEALTH AND REHABILITATION",345168
152,"WILLIAMSPORT NORTH REHABILITATION AND NURSING CENT",395364
152,"NHC HEALTHCARE - GREENWOOD",425063
152,"SOUTHPOINTE REHAB CENTER",225603
152,"PORT CHARLOTTE REHABILITATION CENTER",105524
152,"PARK MANOR HEALTH AND REHABILITATION, LLC",015326
152,"ST BARNABAS NURSING HOME",395605
152,"DIVERSICARE OF AMORY",255119
152,"STONE OAK CARE CENTER",675968
152,"THE BLOSSOMS AT HOT SPRINGS REHAB AND NURSING CENT",045098
152,"SOUTHEAST LOUISIANA WAR VETERANS HOME",195625
152,"FOCUSED CARE OF WAXAHACHIE",455591
152,"BEDFORD CARE CENTER OF HATTIESBURG",255158
152,"SOUTHWEST LOUISIANA WAR VETERANS HOME",195608
152,"PRUITTHEALTH - LILBURN",115516
152,"EUNICE MANOR",195547
152,"PROVIDENCE MOTHER JOSEPH CARE",505387
152,"BEAUMONT REHAB & SKILLED NURSING CTR - WESTBORO",225275
152,"PLANTATION NURSING & REHABILITATION CENTER",105175
152,"LOS ALTOS SUB-ACUTE AND REHABILITATION CENTER",056116
153,"WHITE BLOSSOM CARE CENTER",555068
153,"CEDAR MANOR NURSING & REHABILITATION CENTER",335185
153,"LAURELS OF KENT (THE)",235253
153,"MANOR OF KENOSHA (THE)",525179
153,"SOUTH COUNTY NURSING HOME INC",265509
153,"ALLEGANY HEALTH NURSING AND REHAB",215230
153,"ARISTA HEALTHCARE",145358
153,"NEVINS NURSING & REHABILITATION CENTER",225409
153,"MT ALVERNA HOME INC",366071
153,"ARISTACARE AT MEADOW SPRINGS",395019
153,"LOPATCONG CENTER",315202
153,"WOODRIDGE NURSING HOME",475045
153,"LIFE CARE CENTER OF BOISE",135038
153,"PALM GARDEN OF VERO BEACH",105592
153,"HAMDEN REHABILITATION & HEALTH CARE CENTER",075366
153,"SPRINGHILL POST ACUTE & MEMORY CARE",195353
153,HEALTHWIN,155153
153,"KENT REGENCY CENTER",415009
153,"BRICKYARD HEALTHCARE - BLOOMINGTON CARE CENTER",155278
153,"PATUXENT RIVER HEALTH AND REHABILITATION CENTER",215141
154,"MORRELL NURSING CENTER",425111
154,"ELAINE CENTER AT HADLEY",225697
154,"OTTERBEIN LEBANON RETIREMENT COMMUNITY",365346
154,"FAIR HAVENS SENIOR LIVING",145422
154,"AVANTARA PARK RIDGE",145667
154,"CRANBURY CENTER",315353
154,"SIGNATURE HEALTHCARE OF GREENEVILLE",445351
154,"RIVIERA HEALTHCARE CENTER",055045
154,"SIGNATURE HEALTHCARE OF MARIETTA",115206
154,"CARE ONE AT ORADELL",315339
154,"THE CARROLTON OF WILLIAMSTON",345145
154,"HIGHLAND PINES NURSING HOME",675133
154,"LIFE CARE CENTER OF AUBURN",225661
154,"BROOKSIDE CARE CENTER",525556
154,"SHOLOM HOME WEST",245574
154,"LIFE CARE CENTER OF RAYNHAM",225655
154,"CARE ONE AT MILLBURY",225720
154,"COMPLETE CARE AT BARN HILL LLC",315137
154,"CARE ONE AT NEW BEDFORD",225650
154,"SOMERSET SENIOR LIVING AT MOUNT VISTA",045192
154,"ANDALUSIA MANOR",015416
154,"LIFE CARE CENTER OF ANDOVER",175157
154,"CARE ONE AT WEYMOUTH",225634
154,"NEWTOWN REHABILITATION & HEALTH CARE CENTER",075355
154,"HIGHLANDS NURSING AND REHABILITATION",185039
154,"WHITE OAK MANOR - KINGS MOUNTAIN",345151
154,"GLEN COVE CENTER FOR NURSING AND REHABILITATION",335716
154,"THE BLOSSOMS AT MIDTOWN REHAB & NURSING CENTER",045450
154,"LEBANON VETERANS HOME",385280
154,"SUITES PARKER, THE",065405
154,"ENCORE AT BOCA RATON REHABILITATION AND NURSING CE",105506
154,"PAWTUCKET FALLS HEALTHCARE CENTER",415064
154,"LAKELAND REHAB & HEALTHCARE CENTER",145256
154,"GENERATIONS AT APPLEWOOD",145781
154,"TIOGA COMMUNITY CARE CENTER",195500
154,"AUTUMN TERRACE HEALTH & REHABILITATION",265339
154,"LONG BEACH HEALTHCARE CENTER",055364
154,"MISSION POINT NSG PHY REHAB CTR OF MADISON HEIGHTS",235187
154,"FUTURE CARE CHESAPEAKE",215186
154,"GROVE AT GREENVILLE, THE",395158
154,"HERITAGE HARBOUR HEALTH AND REHABILITATION CENTER",215325
154,"ADVANTAGE LIVING CENTER - NORTHWEST",235539
154,"HELLENIC NURSING & REHABILITATION CENTER",225418
154,"OAKDALE NURSING FACILITY",045418
154,"NORTH CENTRAL HEALTH CARE",525132
154,"ASCENSION VILLA FRANCISCAN",145029
154,"THE SPRINGS HEALTH AND REHABILITATION CENTER",555915
154,"SUNNYVIEW NURSING HOME & APARTMENTS",265715
154,"SANCTUARY AT FRASER VILLA",235453
154,"WINDSOR GARDENS CONVALESCENT CENTER OF ANAHEIM",555688
154,"DIVERSICARE OF FOLEY",015032
154,"JAMES RIVER NURSING AND REHABILITATION CENTER",495286
154,"ADVINIACARE AT NORTHBRIDGE",225248
154,"RIVERBEND HEIGHTS HEALTH & REHABILITATION",265358
154,"THUNDER CARE AND REHABILITATION",375331
155,"VALLEY VIEW HEALTH AND REHABILITATION, LLC",015431
155,"FRIENDSHIP HAVEN, INC",165291
155,"PANORAMA CITY CONV & REHAB CTR",505059
155,"VISTA CENTER AT THE RIDGE",365823
155,"ROSEWOOD HEALTHCARE AND REHABILITATION CENTER",105747
155,"HEALTHCARE CENTRE OF FRESNO",055626
155,"SOUTHMONT OF PRESBYTERIAN SENIORCARE",395671
155,"KINDRED TRANSITIONAL CARE AND REHABILITATION-RIDGM",676101
155,"EMERSON HEALTH CARE CENTER",315360
155,"BOYCE MANOR NURSING HOME",375557
155,"NORTH MOUNTAIN MEDICAL AND REHABILITATION CENTER",035087
155,"THE PAVILION AT PIKETON",365446
155,"KENSINGTON PLACE NRSG & REHAB",145829
155,"LIFE CARE CENTER OF ESTERO",106057
155,"ESTATES OF HYDE PARK, THE",145828
155,"BEL AIR HEALTH AND REHABILITATION CENTER",215312
155,"LEAHI HOSPITAL",125010
155,"REGENCY GRANDE NURS & REHAB CE",315355
155,"AUTUMN LAKE HEALTHCARE AT CHERRY LANE",215177
155,HOOVERWOOD,155001
155,"SAINT ANNE HOME",395539
155,"CRESTFIELD REHABILITATION CENTER & FENWOOD MANOR",075013
155,"MOUNT OLIVET CAREVIEW HOME",245071
155,"MONTEREY CARE CENTER",365077
155,"FUTURE CARE NORTHPOINT",215147
155,"WILLIAM PENN CARE CENTER",396056
155,"PROMEDICA SKILLED NSG & REHAB DANTO FAMILY",235288
155,"PEARL OF ROLLING MEADOWS,THE",145350
155,"PROMEDICA SKILLED NRSG AND REHAB (MONTGOMERYVILLE)",395796
155,"ENNIS CARE CENTER",455486
155,"WOODBURY HEALTH CARE CENTER",245235
155,"MOUNTAIN VIEW HEALTH SERVICES",465086
155,"EMERALD NURSING & REHAB OMAHA",285097
155,"LAFON NURSING FACILITY OF THE HOLY FAMILY",195632
155,"PROMEDICA SKILLED NURSING AND REHAB (ROSSMOOR)",555446
155,"CLEWISTON NURSING & REHABILITATION",105462
155,"IMMANUEL SKILLED CARE CENTER",275129
155,"HEALTHCARE CENTER AT WITTENBERG VILLAGE",155608
155,"LIFE CARE CENTER OF ACTON",225191
155,"SOUTHLAND HEALTH AND REHABILITATION",115460
155,"PILGRIM MANOR SKILLED NURSING AND REHABILITATION",195594
155,"TROY REHABILITATION AND HEALTHCARE CENTER",365278
155,"PROMEDICA SKILLED NURSING AND REHAB (FAIR OAKS)",495217
155,"SILVER HILLS HEALTH CARE CENTER",295066
155,"SAMARITAN BETHANY HOME ON EIGHTH",245530
156,"CARADAY OF QUITMAN",675553
156,"FAYETTE HEALTH AND REHABILITATION CENTER",215183
156,"CEDAR CREST NURSING CENTRE INC",415032
156,"MAYFIELD CARE AND REHAB",145885
156,"DELHAVEN MANOR",265392
156,"ELDERWOOD OF UIHLEIN AT LAKE PLACID",335267
156,"MITCHELL COUNTY NURSING HOMES",115266
156,"SULLIVAN COUNTY HEALTH CARE",305093
156,"LEGACY NURSING AND REHABILITATION OF TALLULAH",195443
156,"HELIA SOUTHBELT HEALTHCARE",145241
156,"BELMONT MANOR NURSING HOME, IN",225419
156,"CHANNEL ISLANDS POST ACUTE",555875
156,"EDGEWOOD CENTRE (THE)",305022
156,"LIFE CARE CENTER OF MEDINA",365085
156,"REGENT CARE CENTER OF THE WOODLANDS LIMITED PARTNE",675739
156,"CASSENA CARE AT STAMFORD",075061
156,"NORTHWEST LOUISIANA VETERANS HOME",195623
156,"CENTER HOME HISPANIC ELDERLY",146062
156,"JOSEPH EDDIE BALLARD WESTERN KENTUCKY VETERANS CEN",185472
156,"FOREST HILL HEALTH AND REHABILITATION CENTER",215194
156,"HOMESTEAD HEALTHCARE CENTER",155780
156,"SEVEN HILLS HEALTH & REHABILITATION CENTER",105364
156,"SIGNATURE HEALTHCARE AT HILLCREST",185120
156,"THE COTTAGES AT GARDEN GROVE, A SKILLED NRSG COMM",335340
156,"ST. JOHN OF GOD RETIREMENT",055253
156,"MABEE HEALTH CARE CENTER",676015
156,"PROMEDICA SKILLED NURSING & REHAB - WEST DEPTFORD",315246
156,"CHRISTOPHER HOUSE OF WORCESTER",225385
156,"MAGNOLIA CREEK NURSING AND REHABILITATION",445461
156,"WABASH CHRISTIAN RETIREMENT",146019
156,"OAK BROOK CARE",145458
156,"MEADOWBROOK CARE CENTER",365375
156,"SOUTH PASADENA CARE CENTER",555908
156,"ESTATES OF PERRYVILLE, LLC, THE",265704
156,"LINCOLN HILLS OF NEW ALBANY",155614
157,"RALEIGH REHABILITATION CENTER",345049
157,"RICHLAND NURSING & REHAB",145135
157,"ASCENSION RESURRECTION LIFE",145960
157,"PONCA CITY NURSING & REHABILITATION CENTER",375439
157,"PRUITTHEALTH - BROOKHAVEN",115313
157,"RENSSELAER CARE CENTER",155287
157,"CLAIBORNE AND HUGHES HLTH CNTR",445157
157,"RETIREMENT AND NURSING CENTER AUSTIN",455862
157,"LIFE CARE CENTER OF FEDERAL WAY",505188
157,"EMBASSY OF HEARTHSIDE",395868
157,"BRIAN CENTER HEALTH & REHAB/YANCEYVILLE",345265
157,"RUSTON NURSING AND REHABILITATION CENTER,LLC",195510
157,"WYNDRIDGE HEALTH AND REHAB CTR",445304
157,"WOODLAND CARE CENTER",056066
157,"THE FRIENDLY HOME",335476
157,"SUNNY HILL NURSING HOME OF WILL COUNTY",145892
157,"GREEN MEADOW HAVEN",195562
157,"SIGNATURE HEALTHCARE OF ROCKWOOD REHAB & WELLNESS",445143
157,"CRAWFORD COUNTY CARE CENTER",395853
157,"WEST BEND NURSING AND REHABILITATION",155355
157,"CHAPEL RIDGE HEALTH AND REHAB",045364
158,"GROVE OF FOX VALLEY,THE",145006
158,"BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTE",106116
158,"MAGNOLIA CREEK SKILLED NURSING AND THERAPY",375505
158,"CASA DE ORO CENTER",325047
158,"THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR",335297
158,"CRYSTAL CREEK HEALTH AND REHABILITATION CENTER",265607
158,"MEDILODGE OF GRAND BLANC",235226
158,"LIFE CARE CENTER OF ELIZABETHTON",445302
158,"MEDILODGE OF ST CLAIR",235370
158,"JERSEY SHORE CENTER",315364
158,"SYMPHONY EVANSTON HEALTHCARE",145803
158,"ST DOMINIC VILLAGE NURSING HOME",676170
158,"LEMON GROVE CARE AND REHABILITATION CENTER",055182
158,"MOUNTAIN VIEW CENTER GENESIS HEALTHCARE",475012
158,"WI VETERANS HOME-BOLAND HALL",525688
158,"WESTMINSTER-CANTERBURY OF RICHMOND",495096
158,"CITADEL OF NORTHBROOK, THE",145982
158,"OMNI MANOR NURSING HOME",365433
158,"PROMEDICA SKILLED NURSING & REHAB ( POTOMAC)",215171
158,MALUHIA,125009
158,"LAKEVIEW VILLAGE",175242
158,"GENERATIONS OF VERNON, LLC",015227
158,"THE OAKS HEALTHCARE CENTER",375166
158,"ARCOLA HEALTH AND REHABILITATION CENTER",215014
159,"MANOR AT PENN VILLAGE, THE",395172
159,"SOUTH MOUNTAIN RESTORATION CEN",395583
159,"CHEYENNE MOUNTAIN CENTER",065147
159,"BRENTWOOD REHABILITATION AND HEALTHCARE CTR (THE)",225223
159,"CONSULATE HEALTH CARE OF VERO BEACH",105474
159,"HERITAGE OAKS NURSING AND REHABILITATION CENTER",675346
159,"KITH HAVEN",235343
159,"EDGECOMBE HEALTH AND REHAB CENTER",345195
159,"REST HAVEN-YORK",395058
159,"SILVER SPRINGS CARE CENTER",075337
159,"FOREST HILLS  CARE AND REHABILITATION CENTER",375392
159,"BRIER OAK ON SUNSET",056056
159,"BETHANY LIFE",165424
159,"ROYAL PARK REHAB & HEALTH CTR OF MATTHEWS",345026
159,"MAPLE GLEN CENTER",315328
159,"CARROLLTON NURSING & REHAB CTR",115368
159,"WILLOW CREEK HEALTHCARE CENTER",555652
159,"SHAWNEE SENIOR LIVING",146036
159,"LAURELHURST VILLAGE",385010
159,"LIMECREST SUBACUTE AND REHABILITATION CENTER",315044
159,"TUSCOLA COUNTY MEDICAL CARE FACILITY",235089
159,"LEXINGTON HEALTH AND REHABILITATION CENTER",105072
159,"ALLISON POINTE HEALTHCARE CENTER",155272
159,"WESTCHESTER HOUSE, THE",265338
159,"SIGNATURE HEALTHCARE OF WHITESBURG GARDENS",015116
159,"SKLD BLOOMFIELD HILLS",235217
159,"RIVERSIDE HEALTH CARE CENTER",115375
159,"ALBERTVILLE NURSING HOME",015163
159,"PROMEDICA SKILLED NRSG AND REHAB (LEBANON)",395472
160,"GOWANDA REHABILITATION AND NURSING CENTER",335642
160,"CAMELOT REHABILITATION AT MAGNOLIA PARK",195573
160,"AVANTARA OF BILLINGS",275029
160,"PROMEDICA SKILLED NSG & REHAB OAKLAND",235626
160,"LIFE CARE CENTER OF CHEYENNE",535032
160,"GARDEN PARK NURSING & REHAB CTR, LLC",195248
160,"PUTNAM RIDGE",335824
160,"ST PETERS NURSING AND REHABILITATION CENTER",335128
160,"SINGING RIVER HEALTH AND REHABILITATION CENTER",255174
160,"FISHKILL CENTER FOR REHABILITATION AND NURSING",335750
160,"LANDMARK OF PLANO REHABILITATION AND NURSING CENTE",455861
160,"WILKINSON RESIDENTIAL HEALTH CARE FACILITY",335857
160,"NESHOBA COUNTY NURSING HOME",255137
160,"HERITAGE MANOR OF BATON ROUGE I I",195389
160,"EPIC REHABILITATION AND NURSING AT WHITE PLAINS",335878
160,"PENN HIGHLANDS JEFFERSON MANOR",395626
160,"OUR LADY OF MERCY LIFE CENTER",335767
160,"BROOKHAVEN HEALTH CARE FACILITY L L C",335694
160,"FIVE OAKS REHABILITATION AND CARE CENTER",345186
160,"NHC HEALTHCARE, FT SANDERS",445107
160,"WILDWOOD HEALTHCARE CENTER",155334
160,"GREENFIELD HEALTH & REHAB CENTER",335182
160,"WILLIAM R COURTNEY TEXAS STATE VETERANS HOME",675857
160,"VILLAS AT SUNNY ACRES, THE",065108
160,"WHITE OAK REHABILITATION AND NURSING CENTER",215024
160,"IROQUOIS NURSING HOME INC",335764
160,"EVERGREEN HOUSE HEALTH CENTER",415056
160,"ST. MARY'S NURSING CENTER INC",215013
160,"VALLEY HEALTH SERVICES INC",335672
160,"WHITE OAK MANOR - BURLINGTON",345301
160,"REGALCARE AT  WORCESTER",225467
160,"CHRIST THE KING MANOR",395460
160,"COLLINGSWOOD REHABILITATION AND HEALTHCARE CENTER",215092
160,"RESTHAVEN NURSING & REHAB CENTER, LLC",195414
160,"WINGATE AT BEACON",335828
160,"MENNONITE HOME, THE",395559
160,"RECHE CANYON REGIONAL REHAB CENTER",555435
160,"THE GRAND REHABILITATION AND NURSING AT ROME",335589
160,"PUTNAM NURSING & REHABILITATION CENTER",335229
160,"GANDY CROSSING CARE CENTER",105491
160,"AMBROSIO GUILLEN TEXAS STATE VETERANS HOME",676060
160,"UNITED HELPERS CANTON NURSING HOME",335566
160,"SOUTHEAST IOWA REGIONAL MEDICAL - KLEIN CENTER",165110
160,"RIVERSIDE HEALTH AND REHAB",425082
160,"LITCHFIELD WOODS HEALTH CARE C",075319
160,"FRANK M TEJEDA TEXAS STATE VETERANS HOME",675863
160,"THE CITADEL SALISBURY",345286
160,"UNIVERSAL HEALTH CARE / OXFORD",345291
160,"CENTRAL PARK REHABILITATION AND NURSING CENTER",335253
160,"JOSEPHINE CARING COMMUNITY",505465
160,"FATHER BAKER MANOR",335777
160,"THE VILLAGE AT ROCKVILLE",215125
160,"BROWNSBURG HEALTH CARE CENTER",155206
160,"ALFREDO GONZALEZ TEXAS STATE VETERANS HOME",676063
160,"PROMEDICA SKILLED NRSG AND REHAB (BETHEL PARK)",395731
160,"GLENVUE HEALTH AND REHAB",115619
160,"REGENCY AT CHENE",235422
160,"MASSENA REHABILITATION & NURSING CENTER",335592
160,"SPRING LAKE SKILLED NURSING AND REHABILITATION",195344
160,"ELDERWOOD AT LIVERPOOL",335678
160,"CAYUGA NURSING AND REHABILITATION CENTER",335249
160,"NIAGARA REHABILITATION AND NURSING CENTER",335742
160,"MEMPHIS JEWISH HOME",445293
160,"THE GROVE AT VALHALLA REHAB AND NURSING CENTER",335809
160,"BRUSH HILL CARE CENTER",225274
160,"TRANSITIONAL CARE OF LAS VEGAS, LLC",295095
160,"CARE ONE AT LOWELL",225224
160,"LEWIS COUNTY GENERAL HOSPITAL-NURSING HOME UNIT",335428
160,"MAPLEWOOD HEALTH CARE CENTER",445412
160,"ELLICOTT CENTER FOR REHABILITATION AND NURSING",335437
160,"FITCHBURG HEALTHCARE",225216
160,"THE REHABILITATION CENTER OF BAKERSFIELD",555256
160,"MCAULEY RESIDENCE",335433
160,"APPLE REHAB FARMINGTON VALLEY",075044
160,"WORCESTER REHABILITATION & HEALTH CARE CENTER",225199
160,"HYDE PARK HEALTH CENTER",365044
160,"LUTHERAN CENTER AT POUGHKEEPSIE INC",335810
160,"JEFFERSON COUNTY NURSING HOME",445473
160,"WINGATE OF DUTCHESS",335789
160,"FOREST VIEW CENTER FOR REHABILITATION & NURSING",335310
160,"BRYN MAWR EXTENDED CARE CENTER",395311
160,"SIGNATURE HEALTHCARE AT MALLARD BAY",215191
160,"FUTURE CARE CANTON HARBOR",215176
160,"PINE VALLEY CENTER FOR REHABILITATION AND NURSING",335285
160,"JERSEYVILLE MANOR",145733
160,"SILSBEE OAKS HEALTH CARE LLP",676008
160,"OVERLEA HEALTH AND REHABILITATION CENTER",215209
160,"THE ENCLAVE AT PORT CHESTER REHAB AND NURSING CTR",335312
160,"REDWOOD OF BLUE RIVER",265597
160,"MONUMENT REHABILITATION AND CARE CENTER",285095
160,"OAK HILLS LIVING CENTER",375117
160,"KINGSWAY ARMS NURSING CENTER INC",335466
160,"CHAPIN CENTER",225291
160,"SUMMERHILL ELDERLIVING HOME & CARE",115430
160,"HERITAGE CENTER",515060
160,"CLYDE W COSPER TEXAS STATE VETERANS HOME",675873
160,"WHITTIER HILLS HEALTH CARE CTR",055430
160,"LIVE OAK",195597
160,"CAMBRIDGE HEALTH AND REHABILITATION CENTER",075323
160,"ATLANTIC COAST REHAB & HEALTH",315115
160,"MOMENTUM AT SOUTH BAY FOR REHAB AND NURSING",335401
160,"LAUREL HEIGHTS HOME FOR THE ELDERLY",185003
